process	tag	realtime	%cpu	%mem	rss	peak_rss	peak_vmem	duration	memory
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:PREPARE_DATA:PREPARE_MU_DATA	sim-data_strategy-intersim_n-500_H-200_effect-1_e-1_sigma-def_corr-0	1.5s	85.2%	0.0%	91.9 MB	91.9 MB	358.5 MB	37.5s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:PREPARE_DATA:PREPARE_MU_DATA	sim-data_strategy-intersim_n-500_H-200_effect-1_e-1_sigma-def_corr-1	1.7s	82.7%	0.0%	87.8 MB	87.8 MB	354.5 MB	35.1s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:PREPARE_DATA:PREPARE_MAE_DATA	sim-data_strategy-intersim_n-500_H-200_effect-1_e-1_sigma-def_corr-1	11.9s	94.0%	0.3%	634.8 MB	634.8 MB	1.1 GB	32.7s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:PREPARE_DATA:PREPARE_MAE_DATA	sim-data_strategy-intersim_n-50_H-200_effect-0.5_e-1_sigma-def_corr-0.5	10.1s	94.3%	0.4%	692.9 MB	692.9 MB	1.1 GB	30.3s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:PREPARE_DATA:PREPARE_MU_DATA	sim-data_strategy-intersim_n-50_H-200_effect-0.5_e-1_sigma-def_corr-0.5	1.4s	87.3%	0.0%	93.3 MB	93.3 MB	359.5 MB	27.9s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:PREPARE_DATA:PREPARE_MAE_DATA	sim-data_strategy-intersim_n-50_H-200_effect-0.5_e-1_sigma-def_corr-0	11.1s	93.4%	0.3%	585.5 MB	585.5 MB	1 GB	25.6s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:PREPARE_DATA:PREPARE_MU_DATA	sim-data_strategy-intersim_n-50_H-200_effect-0.5_e-1_sigma-def_corr-0	1.5s	78.6%	0.0%	91.4 MB	91.4 MB	359.5 MB	23.1s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:PREPARE_DATA:PREPARE_MU_DATA	sim-data_strategy-intersim_n-50_H-200_effect-0.5_e-1_sigma-def_corr-1	1.7s	78.4%	0.0%	87.8 MB	87.8 MB	358.5 MB	18.4s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:PREPARE_DATA:PREPARE_MU_DATA	sim-data_strategy-intersim_n-50_H-200_effect-0_e-1_sigma-def_corr-0.5	1.7s	80.2%	0.0%	86.5 MB	86.5 MB	354.5 MB	13.7s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:PREPARE_DATA:PREPARE_MU_DATA	sim-data_strategy-intersim_n-50_H-200_effect-0_e-1_sigma-def_corr-0	1.4s	84.5%	0.0%	92.8 MB	92.8 MB	359.5 MB	8.9s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:PREPARE_DATA:PREPARE_MAE_DATA	sim-data_strategy-intersim_n-50_H-200_effect-0.5_e-1_sigma-def_corr-1	10.7s	93.7%	0.3%	610.2 MB	610.2 MB	1 GB	50.3s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:PREPARE_DATA:PREPARE_MAE_DATA	sim-data_strategy-intersim_n-50_H-200_effect-0_e-1_sigma-def_corr-0.5	9.8s	94.2%	0.3%	585.6 MB	585.6 MB	1 GB	45.6s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:PREPARE_DATA:PREPARE_MAE_DATA	sim-data_strategy-intersim_n-50_H-200_effect-0_e-1_sigma-def_corr-0	10.8s	94.1%	0.3%	585.6 MB	585.6 MB	1 GB	40.8s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:PREPARE_DATA:PREPARE_MAE_DATA	sim-data_strategy-intersim_n-50_H-200_effect-0_e-1_sigma-def_corr-1	11.3s	93.8%	0.4%	681.3 MB	681.3 MB	1.1 GB	35.8s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:PREPARE_DATA:PREPARE_MU_DATA	sim-data_strategy-intersim_n-50_H-200_effect-0_e-1_sigma-def_corr-1	1.7s	76.5%	0.0%	89.8 MB	89.8 MB	358.5 MB	33.2s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:PREPARE_DATA:PREPARE_MAE_DATA	sim-data_strategy-intersim_n-50_H-200_effect-1_e-1_sigma-def_corr-0.5	11s	93.3%	0.3%	603.5 MB	603.5 MB	1 GB	31s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:PREPARE_DATA:PREPARE_MU_DATA	sim-data_strategy-intersim_n-50_H-200_effect-1_e-1_sigma-def_corr-0.5	1.6s	75.5%	0.0%	87.8 MB	87.8 MB	358.5 MB	28.8s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:PREPARE_DATA:PREPARE_MAE_DATA	sim-data_strategy-intersim_n-50_H-200_effect-1_e-1_sigma-def_corr-0	11.2s	93.9%	0.3%	585.4 MB	585.4 MB	1 GB	26.3s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:PREPARE_DATA:PREPARE_MU_DATA	sim-data_strategy-intersim_n-50_H-200_effect-1_e-1_sigma-def_corr-0	1.5s	77.6%	0.0%	92.4 MB	92.4 MB	359.5 MB	53.9s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:PREPARE_DATA:PREPARE_MAE_DATA	sim-data_strategy-intersim_n-50_H-200_effect-1_e-1_sigma-def_corr-1	10.7s	94.0%	0.3%	606.8 MB	606.8 MB	1 GB	51.6s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:PREPARE_DATA:PREPARE_MU_DATA	sim-data_strategy-intersim_n-50_H-200_effect-1_e-1_sigma-def_corr-1	1.6s	83.1%	0.0%	87.8 MB	87.8 MB	358.5 MB	49.1s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:PREPARE_DATA:PREPARE_MAE_DATA	sim-data_strategy-mvn_n-100_p-1000_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7	9.6s	94.5%	0.3%	578.7 MB	578.7 MB	1 GB	46.7s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:PREPARE_DATA:PREPARE_MU_DATA	sim-data_strategy-mvn_n-100_p-1000_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7	1.8s	82.1%	0.0%	87.8 MB	87.8 MB	354.5 MB	44.2s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:PREPARE_DATA:PREPARE_MAE_DATA	sim-data_strategy-mvn_n-100_p-1000_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7	10.4s	93.0%	0.3%	651.6 MB	651.6 MB	1.1 GB	41.9s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:PREPARE_DATA:PREPARE_MU_DATA	sim-data_strategy-mvn_n-100_p-1000_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7	1.6s	83.6%	0.0%	90.9 MB	90.9 MB	358.5 MB	39.6s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:PREPARE_DATA:PREPARE_MAE_DATA	sim-data_strategy-mvn_n-100_p-1000_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7	10s	94.7%	0.4%	694.7 MB	694.7 MB	1.1 GB	37.2s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:PREPARE_DATA:PREPARE_MU_DATA	sim-data_strategy-mvn_n-100_p-1000_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7	1.9s	81.7%	0.0%	87.8 MB	87.8 MB	358.5 MB	34.9s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:PREPARE_DATA:PREPARE_MAE_DATA	sim-data_strategy-mvn_n-100_p-2500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7	11.4s	94.7%	0.3%	666.5 MB	666.5 MB	1.1 GB	32.5s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:PREPARE_DATA:PREPARE_MU_DATA	sim-data_strategy-mvn_n-100_p-2500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7	1.7s	81.9%	0.0%	87.8 MB	87.8 MB	358.5 MB	30.1s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:PREPARE_DATA:PREPARE_MAE_DATA	sim-data_strategy-mvn_n-100_p-2500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7	11.4s	95.1%	0.4%	721.1 MB	721.1 MB	1.1 GB	27.7s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:PREPARE_DATA:PREPARE_MU_DATA	sim-data_strategy-mvn_n-100_p-2500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7	1.9s	82.9%	0.0%	87.7 MB	87.7 MB	354.5 MB	25.4s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:PREPARE_DATA:PREPARE_MU_DATA	sim-data_strategy-mvn_n-100_p-2500_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7	2.1s	81.8%	0.0%	87.8 MB	87.8 MB	358.5 MB	20.5s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:PREPARE_DATA:PREPARE_MU_DATA	sim-data_strategy-mvn_n-100_p-500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7	1.8s	81.3%	0.0%	87.8 MB	87.8 MB	358.5 MB	18.2s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:PREPARE_DATA:PREPARE_MU_DATA	sim-data_strategy-mvn_n-100_p-500_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7	1.6s	82.5%	0.0%	90 MB	90 MB	358.5 MB	11s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:PREPARE_DATA:PREPARE_MAE_DATA	sim-data_strategy-mvn_n-100_p-2500_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7	12.4s	94.6%	0.3%	648.9 MB	648.9 MB	1.1 GB	52.7s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:PREPARE_DATA:PREPARE_MAE_DATA	sim-data_strategy-mvn_n-100_p-500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7	9.6s	94.5%	0.3%	611.9 MB	611.9 MB	1 GB	45.6s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:PREPARE_DATA:PREPARE_MAE_DATA	sim-data_strategy-mvn_n-100_p-500_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7	11.7s	93.9%	0.3%	657.2 MB	657.2 MB	1.1 GB	43.2s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:PREPARE_DATA:PREPARE_MAE_DATA	sim-data_strategy-mvn_n-100_p-500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7	9.8s	94.7%	0.3%	577.5 MB	577.5 MB	1 GB	38.4s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:PREPARE_DATA:PREPARE_MU_DATA	sim-data_strategy-mvn_n-100_p-500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7	1.5s	75.6%	0.0%	92 MB	92 MB	358.5 MB	36s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:PREPARE_DATA:PREPARE_MU_DATA	sim-data_strategy-mvn_n-500_p-1000_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7	1.8s	80.9%	0.0%	87.7 MB	87.7 MB	358.5 MB	33.6s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:PREPARE_DATA:PREPARE_MAE_DATA	sim-data_strategy-mvn_n-500_p-1000_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7	11.8s	92.3%	0.3%	661.7 MB	661.7 MB	1.1 GB	31.3s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:PREPARE_DATA:PREPARE_MAE_DATA	sim-data_strategy-mvn_n-500_p-1000_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7	13s	94.3%	0.3%	639.1 MB	639.1 MB	1.1 GB	28.9s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:PREPARE_DATA:PREPARE_MU_DATA	sim-data_strategy-mvn_n-500_p-1000_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7	1.7s	80.6%	0.0%	91.6 MB	91.6 MB	358.5 MB	26.5s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:PREPARE_DATA:PREPARE_MAE_DATA	sim-data_strategy-mvn_n-500_p-2500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7	12.3s	94.5%	0.4%	682.8 MB	682.8 MB	1.1 GB	24.1s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:PREPARE_DATA:PREPARE_MU_DATA	sim-data_strategy-mvn_n-500_p-2500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7	1.9s	72.6%	0.0%	87.8 MB	87.8 MB	358.5 MB	51.6s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:PREPARE_DATA:PREPARE_MAE_DATA	sim-data_strategy-mvn_n-500_p-2500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7	14s	95.0%	0.3%	664.9 MB	664.9 MB	1.1 GB	49.2s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:PREPARE_DATA:PREPARE_MU_DATA	sim-data_strategy-mvn_n-500_p-2500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7	2.1s	76.4%	0.0%	87.9 MB	87.9 MB	358.5 MB	46.8s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:PREPARE_DATA:PREPARE_MAE_DATA	sim-data_strategy-mvn_n-500_p-2500_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7	15.3s	95.3%	0.3%	651.1 MB	655.1 MB	1.1 GB	44.4s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:PREPARE_DATA:PREPARE_MU_DATA	sim-data_strategy-mvn_n-500_p-2500_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7	1.9s	75.8%	0.0%	91.8 MB	91.8 MB	358.5 MB	42s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:PREPARE_DATA:PREPARE_MU_DATA	sim-data_strategy-mvn_n-500_p-1000_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7	1.7s	86.6%	0.0%	91.9 MB	91.9 MB	358.5 MB	39.7s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:PREPARE_DATA:PREPARE_MAE_DATA	sim-data_strategy-mvn_n-500_p-1000_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7	11.6s	94.8%	0.4%	736.6 MB	736.6 MB	1.2 GB	37.3s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:PREPARE_DATA:PREPARE_MAE_DATA	sim-data_strategy-mvn_n-500_p-500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7	11.4s	94.1%	0.4%	680.7 MB	680.7 MB	1.1 GB	34.9s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:PREPARE_DATA:PREPARE_MU_DATA	sim-data_strategy-mvn_n-500_p-500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7	1.9s	80.3%	0.0%	87.8 MB	87.8 MB	354.7 MB	32.5s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:PREPARE_DATA:PREPARE_MU_DATA	sim-data_strategy-mvn_n-500_p-500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7	1.5s	84.2%	0.0%	91.8 MB	91.8 MB	358.5 MB	30.1s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:PREPARE_DATA:PREPARE_MAE_DATA	sim-data_strategy-mvn_n-500_p-500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7	10s	94.4%	0.3%	571.3 MB	571.3 MB	1 GB	27.7s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:PREPARE_DATA:PREPARE_MAE_DATA	sim-data_strategy-mvn_n-50_p-1000_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7	11.2s	94.0%	0.3%	578.7 MB	578.7 MB	1 GB	25.4s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:PREPARE_DATA:PREPARE_MU_DATA	sim-data_strategy-mvn_n-50_p-1000_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7	1.5s	80.1%	0.0%	90.5 MB	90.5 MB	358.5 MB	23s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:PREPARE_DATA:PREPARE_MU_DATA	sim-data_strategy-mvn_n-500_p-500_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7	1.8s	86.0%	0.0%	87.7 MB	87.7 MB	358.5 MB	18.1s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:PREPARE_DATA:PREPARE_MU_DATA	sim-data_strategy-mvn_n-50_p-1000_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7	1.5s	79.3%	0.0%	91.8 MB	91.8 MB	359.5 MB	13.4s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:PREPARE_DATA:PREPARE_MU_DATA	sim-data_strategy-mvn_n-50_p-1000_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7	1.6s	87.6%	0.0%	93.2 MB	93.2 MB	359.5 MB	11s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:PREPARE_DATA:PREPARE_MAE_DATA	sim-data_strategy-mvn_n-500_p-500_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7	11.9s	93.9%	0.4%	711 MB	711 MB	1.1 GB	50.4s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:PREPARE_DATA:PREPARE_MAE_DATA	sim-data_strategy-mvn_n-50_p-1000_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7	11.6s	94.2%	0.4%	683.9 MB	683.9 MB	1.1 GB	45.6s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:PREPARE_DATA:PREPARE_MAE_DATA	sim-data_strategy-mvn_n-50_p-1000_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7	10.1s	94.1%	0.4%	682.4 MB	682.4 MB	1.1 GB	38.4s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:PREPARE_DATA:PREPARE_MAE_DATA	sim-data_strategy-mvn_n-50_p-2500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7	10.5s	93.8%	0.3%	650.3 MB	650.3 MB	1.1 GB	36s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:PREPARE_DATA:PREPARE_MU_DATA	sim-data_strategy-mvn_n-50_p-2500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7	1.7s	83.8%	0.0%	89.8 MB	89.8 MB	358.5 MB	33.6s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:PREPARE_DATA:PREPARE_MU_DATA	sim-data_strategy-mvn_n-50_p-2500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7	1.8s	84.0%	0.0%	87.7 MB	87.7 MB	358.5 MB	31.2s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:PREPARE_DATA:PREPARE_MAE_DATA	sim-data_strategy-mvn_n-50_p-2500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7	11.8s	94.1%	0.3%	658.8 MB	658.8 MB	1.1 GB	28.8s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:PREPARE_DATA:PREPARE_MAE_DATA	sim-data_strategy-mvn_n-50_p-2500_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7	11.6s	94.6%	0.4%	694.5 MB	694.5 MB	1.1 GB	26.4s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:PREPARE_DATA:PREPARE_MU_DATA	sim-data_strategy-mvn_n-50_p-2500_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7	1.7s	83.1%	0.0%	89.9 MB	89.9 MB	358.5 MB	24.1s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:PREPARE_DATA:PREPARE_MAE_DATA	sim-data_strategy-mvn_n-50_p-500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7	9.9s	94.5%	0.3%	585.8 MB	585.8 MB	1 GB	51.6s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:PREPARE_DATA:PREPARE_MU_DATA	sim-data_strategy-mvn_n-50_p-500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7	1.6s	82.8%	0.0%	87.7 MB	87.7 MB	358.5 MB	49.2s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:PREPARE_DATA:PREPARE_MAE_DATA	sim-data_strategy-mvn_n-50_p-500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7	11.1s	93.9%	0.3%	615.7 MB	615.7 MB	1 GB	46.8s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:PREPARE_DATA:PREPARE_MU_DATA	sim-data_strategy-mvn_n-50_p-500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7	1.8s	78.1%	0.0%	87.8 MB	87.8 MB	358.5 MB	44.4s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:PREPARE_DATA:PREPARE_MU_DATA	sim-data_strategy-mvn_n-50_p-500_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7	1.6s	83.8%	0.0%	90.8 MB	90.8 MB	358.5 MB	42s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:PREPARE_DATA:PREPARE_MAE_DATA	sim-data_strategy-mvn_n-50_p-500_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7	10.2s	94.5%	0.4%	765.8 MB	765.8 MB	1.2 GB	39.7s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:PREPARE_DATA:PREPARE_MAE_DATA	tcga-blca	18.4s	94.7%	0.6%	1.1 GB	1.1 GB	1.6 GB	37.3s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:PREPARE_DATA:PREPARE_MU_DATA	tcga-blca	3s	74.8%	0.2%	435.8 MB	435.8 MB	744.8 MB	34.9s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:PREPARE_DATA:PREPARE_MAE_DATA	tcga-brca	16.5s	96.1%	0.5%	1012.5 MB	1012.5 MB	1.4 GB	32.5s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:PREPARE_DATA:PREPARE_MU_DATA	tcga-brca	2.1s	85.1%	0.0%	88.9 MB	88.9 MB	358.5 MB	30.1s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:PREPARE_DATA:PREPARE_MAE_DATA	tcga-kipan	16.5s	96.2%	0.6%	1.1 GB	1.1 GB	1.5 GB	27.7s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:PREPARE_DATA:PREPARE_MU_DATA	tcga-kipan	2.3s	83.6%	0.0%	88 MB	88 MB	358.5 MB	25.3s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:PREPARE_DATA:PREPARE_MAE_DATA	tcga-thca	18.1s	95.9%	0.5%	1 GB	1 GB	1.5 GB	23s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:PREPARE_DATA:PREPARE_MU_DATA	tcga-thca	2.4s	69.1%	0.1%	276.5 MB	366 MB	629.3 MB	20.4s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:FEATURE_SELECTION:DIABLO_SELECT_FEATURE	rosmap-null	10.1s	119.3%	0.4%	676.2 MB	676.2 MB	2.4 GB	48s	72 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:FEATURE_SELECTION:RGCCA_SELECT_FEATURE	rosmap	24.5s	176.7%	0.4%	809.5 MB	809.5 MB	1.5 GB	45.5s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:FEATURE_SELECTION:MOFA_SELECT_FEATURE	rosmap	14.5s	130.3%	0.4%	708.8 MB	708.8 MB	2.5 GB	40.8s	72 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:FEATURE_SELECTION:DIABLO_SELECT_FEATURE	rosmap-full	10.5s	120.5%	0.3%	671.3 MB	671.3 MB	2.4 GB	38.7s	72 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:SPLITTING:SPLIT_TRAIN_TEST	rosmap	2.8s	49.8%	0.1%	118.7 MB	118.7 MB	244.9 MB	36.3s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:FEATURE_SELECTION:MOFA_SELECT_FEATURE	sim-data_strategy-intersim_n-100_H-200_effect-0.5_e-1_sigma-def_corr-0	17.3s	122.0%	0.4%	754.8 MB	754.8 MB	2.7 GB	31.5s	72 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:FEATURE_SELECTION:DIABLO_SELECT_FEATURE	sim-data_strategy-intersim_n-100_H-200_effect-0.5_e-1_sigma-def_corr-0-full	9.5s	126.9%	0.4%	676.7 MB	676.7 MB	2.4 GB	29.2s	72 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:FEATURE_SELECTION:RGCCA_SELECT_FEATURE	sim-data_strategy-intersim_n-100_H-200_effect-0.5_e-1_sigma-def_corr-0	26.7s	200.9%	0.4%	817.1 MB	817.1 MB	1.5 GB	56.4s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:SPLITTING:SPLIT_TRAIN_TEST	sim-data_strategy-intersim_n-100_H-200_effect-0.5_e-1_sigma-def_corr-0	2.6s	50.4%	0.1%	119.9 MB	119.9 MB	246.5 MB	51.6s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:FEATURE_SELECTION:DIABLO_SELECT_FEATURE	sim-data_strategy-intersim_n-100_H-200_effect-0.5_e-1_sigma-def_corr-0-null	9.8s	119.8%	0.3%	643.7 MB	643.7 MB	2.3 GB	49.2s	72 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:FEATURE_SELECTION:DIABLO_SELECT_FEATURE	GSE71669-null	11.7s	136.3%	0.4%	737.9 MB	737.9 MB	2.7 GB	44.4s	72 GB
