method_name,dataset,fold,accuracy,balanced_accuracy,precision,average_precision_score,recall,f1_score,auc,log_loss,phi_coefficient
diablo-null,sim-data_strategy-intersim_n-100_H-200_effect-0_e-1_sigma-def_corr-0.5,fold_2,0.35,0.35,0.364,0.445,0.4,0.381,0.29,23.428,-0.302
diablo-null,sim-data_strategy-intersim_n-100_H-200_effect-0_e-1_sigma-def_corr-0.5,fold_3,0.55,0.55,0.545,0.527,0.6,0.571,0.37,16.22,0.101
diablo-null,sim-data_strategy-intersim_n-100_H-200_effect-0_e-1_sigma-def_corr-0.5,fold_4,0.3,0.3,0.333,0.433,0.4,0.364,0.33,25.231,-0.408
diablo-null,sim-data_strategy-intersim_n-100_H-200_effect-0_e-1_sigma-def_corr-0.5,fold_5,0.65,0.65,0.667,0.6,0.6,0.632,0.49,12.615,0.302
diablo-null,sim-data_strategy-intersim_n-100_H-200_effect-0_e-1_sigma-def_corr-1,fold_1,0.5,0.5,0.5,0.5,0.5,0.5,0.53,18.022,0.0
diablo-null,sim-data_strategy-intersim_n-100_H-200_effect-0_e-1_sigma-def_corr-1,fold_2,0.35,0.35,0.333,0.45,0.3,0.316,0.35,23.428,-0.302
diablo-null,sim-data_strategy-intersim_n-100_H-200_effect-0_e-1_sigma-def_corr-1,fold_3,0.3,0.3,0.3,0.44,0.3,0.3,0.24,25.231,-0.4
diablo-null,sim-data_strategy-intersim_n-100_H-200_effect-0_e-1_sigma-def_corr-1,fold_4,0.4,0.4,0.375,0.462,0.3,0.333,0.43,21.626,-0.204
diablo-null,sim-data_strategy-intersim_n-100_H-200_effect-0_e-1_sigma-def_corr-1,fold_5,0.45,0.45,0.444,0.478,0.4,0.421,0.35,19.824,-0.101
diablo-null,sim-data_strategy-intersim_n-100_H-200_effect-1_e-1_sigma-def_corr-0,fold_1,0.85,0.85,0.818,0.786,0.9,0.857,0.93,5.407,0.704
diablo-null,sim-data_strategy-intersim_n-100_H-200_effect-1_e-1_sigma-def_corr-0,fold_2,0.95,0.95,0.909,0.909,1.0,0.952,0.91,1.802,0.905
diablo-null,sim-data_strategy-intersim_n-100_H-200_effect-1_e-1_sigma-def_corr-0,fold_3,0.8,0.8,0.875,0.762,0.7,0.778,0.84,7.209,0.612
diablo-null,sim-data_strategy-intersim_n-100_H-200_effect-1_e-1_sigma-def_corr-0,fold_4,0.85,0.85,0.889,0.811,0.8,0.842,0.94,5.407,0.704
diablo-null,sim-data_strategy-intersim_n-100_H-200_effect-1_e-1_sigma-def_corr-0,fold_5,0.75,0.75,0.857,0.714,0.6,0.706,0.74,9.011,0.524
diablo-null,sim-data_strategy-intersim_n-100_H-200_effect-1_e-1_sigma-def_corr-0.5,fold_1,0.75,0.75,0.727,0.682,0.8,0.762,0.85,9.011,0.503
diablo-null,sim-data_strategy-intersim_n-100_H-200_effect-1_e-1_sigma-def_corr-0.5,fold_2,0.65,0.65,0.6,0.59,0.9,0.72,0.92,12.615,0.346
diablo-null,sim-data_strategy-intersim_n-100_H-200_effect-1_e-1_sigma-def_corr-0.5,fold_3,0.9,0.9,0.9,0.86,0.9,0.9,0.955,3.604,0.8
diablo-null,sim-data_strategy-intersim_n-100_H-200_effect-1_e-1_sigma-def_corr-0.5,fold_4,0.85,0.85,0.889,0.811,0.8,0.842,0.94,5.407,0.704
diablo-null,sim-data_strategy-intersim_n-100_H-200_effect-1_e-1_sigma-def_corr-0.5,fold_5,0.75,0.75,0.778,0.694,0.7,0.737,0.83,9.011,0.503
diablo-null,sim-data_strategy-intersim_n-100_H-200_effect-1_e-1_sigma-def_corr-1,fold_1,0.9,0.9,0.9,0.86,0.9,0.9,0.96,3.604,0.8
diablo-null,sim-data_strategy-intersim_n-100_H-200_effect-1_e-1_sigma-def_corr-1,fold_2,0.85,0.85,0.818,0.786,0.9,0.857,0.94,5.407,0.704
diablo-null,sim-data_strategy-intersim_n-100_H-200_effect-1_e-1_sigma-def_corr-1,fold_3,0.85,0.85,0.818,0.786,0.9,0.857,0.94,5.407,0.704
diablo-null,sim-data_strategy-intersim_n-100_H-200_effect-1_e-1_sigma-def_corr-1,fold_4,0.9,0.9,0.9,0.86,0.9,0.9,0.98,3.604,0.8
diablo-null,sim-data_strategy-intersim_n-100_H-200_effect-1_e-1_sigma-def_corr-1,fold_5,0.8,0.8,0.875,0.762,0.7,0.778,0.91,7.209,0.612
diablo-null,sim-data_strategy-intersim_n-500_H-200_effect-0.5_e-1_sigma-def_corr-0,fold_1,0.58,0.58,0.574,0.546,0.62,0.596,0.686,15.138,0.161
diablo-null,sim-data_strategy-intersim_n-500_H-200_effect-0.5_e-1_sigma-def_corr-0,fold_2,0.71,0.71,0.714,0.65,0.7,0.707,0.764,10.453,0.42
diablo-null,sim-data_strategy-intersim_n-500_H-200_effect-0.5_e-1_sigma-def_corr-0,fold_3,0.67,0.67,0.689,0.617,0.62,0.653,0.758,11.894,0.342
diablo-null,sim-data_strategy-intersim_n-500_H-200_effect-0.5_e-1_sigma-def_corr-0,fold_4,0.54,0.54,0.537,0.521,0.58,0.558,0.589,16.58,0.08
diablo-null,sim-data_strategy-intersim_n-500_H-200_effect-0.5_e-1_sigma-def_corr-0,fold_5,0.56,0.56,0.575,0.534,0.46,0.511,0.656,15.859,0.122
diablo-null,sim-data_strategy-intersim_n-500_H-200_effect-0.5_e-1_sigma-def_corr-0.5,fold_1,0.62,0.62,0.63,0.576,0.58,0.604,0.627,13.697,0.241
diablo-null,sim-data_strategy-intersim_n-500_H-200_effect-0.5_e-1_sigma-def_corr-0.5,fold_2,0.56,0.56,0.55,0.533,0.66,0.6,0.601,15.859,0.122
diablo-null,sim-data_strategy-intersim_n-500_H-200_effect-0.5_e-1_sigma-def_corr-0.5,fold_3,0.63,0.63,0.644,0.584,0.58,0.611,0.671,13.336,0.261
diablo-null,sim-data_strategy-intersim_n-500_H-200_effect-0.5_e-1_sigma-def_corr-0.5,fold_4,0.65,0.65,0.66,0.599,0.62,0.639,0.661,12.615,0.301
diablo-null,sim-data_strategy-intersim_n-500_H-200_effect-0.5_e-1_sigma-def_corr-0.5,fold_5,0.67,0.67,0.667,0.613,0.68,0.673,0.719,11.894,0.34
diablo-null,sim-data_strategy-intersim_n-500_H-200_effect-0.5_e-1_sigma-def_corr-1,fold_1,0.65,0.65,0.66,0.599,0.62,0.639,0.716,12.615,0.301
diablo-null,sim-data_strategy-intersim_n-500_H-200_effect-0.5_e-1_sigma-def_corr-1,fold_2,0.72,0.72,0.739,0.663,0.68,0.708,0.771,10.092,0.441
diablo-null,sim-data_strategy-intersim_n-500_H-200_effect-0.5_e-1_sigma-def_corr-1,fold_3,0.71,0.71,0.691,0.645,0.76,0.724,0.733,10.453,0.422
diablo-null,sim-data_strategy-intersim_n-500_H-200_effect-0.5_e-1_sigma-def_corr-1,fold_4,0.6,0.6,0.6,0.56,0.6,0.6,0.671,14.417,0.2
diablo-null,sim-data_strategy-intersim_n-500_H-200_effect-0.5_e-1_sigma-def_corr-1,fold_5,0.67,0.67,0.673,0.614,0.66,0.667,0.734,11.894,0.34
diablo-null,sim-data_strategy-intersim_n-500_H-200_effect-0_e-1_sigma-def_corr-0,fold_1,0.51,0.51,0.51,0.505,0.5,0.505,0.534,17.661,0.02
diablo-null,sim-data_strategy-intersim_n-500_H-200_effect-0_e-1_sigma-def_corr-0,fold_2,0.43,0.43,0.431,0.47,0.44,0.436,0.492,20.545,-0.14
diablo-null,sim-data_strategy-intersim_n-500_H-200_effect-0_e-1_sigma-def_corr-0,fold_3,0.52,0.52,0.526,0.511,0.4,0.455,0.526,17.301,0.041
diablo-null,sim-data_strategy-intersim_n-500_H-200_effect-0_e-1_sigma-def_corr-0,fold_4,0.6,0.6,0.593,0.559,0.64,0.615,0.647,14.417,0.201
diablo-null,sim-data_strategy-intersim_n-500_H-200_effect-0_e-1_sigma-def_corr-0,fold_5,0.53,0.53,0.533,0.516,0.48,0.505,0.539,16.941,0.06
diablo-null,sim-data_strategy-intersim_n-500_H-200_effect-0_e-1_sigma-def_corr-0.5,fold_1,0.5,0.5,0.5,0.5,0.5,0.5,0.504,18.022,0.0
diablo-null,sim-data_strategy-intersim_n-500_H-200_effect-0_e-1_sigma-def_corr-0.5,fold_2,0.52,0.52,0.522,0.51,0.48,0.5,0.591,17.301,0.04
diablo-null,sim-data_strategy-intersim_n-500_H-200_effect-0_e-1_sigma-def_corr-0.5,fold_3,0.56,0.56,0.575,0.534,0.46,0.511,0.555,15.859,0.122
diablo-null,sim-data_strategy-intersim_n-500_H-200_effect-0_e-1_sigma-def_corr-0.5,fold_4,0.45,0.45,0.451,0.477,0.46,0.455,0.448,19.824,-0.1
diablo-null,sim-data_strategy-intersim_n-500_H-200_effect-0_e-1_sigma-def_corr-0.5,fold_5,0.47,0.47,0.469,0.486,0.46,0.465,0.481,19.103,-0.06
diablo-null,sim-data_strategy-intersim_n-500_H-200_effect-0_e-1_sigma-def_corr-1,fold_1,0.54,0.54,0.538,0.522,0.56,0.549,0.561,16.58,0.08
diablo-null,sim-data_strategy-intersim_n-500_H-200_effect-0_e-1_sigma-def_corr-1,fold_2,0.5,0.5,0.5,0.5,0.48,0.49,0.433,18.022,0.0
diablo-null,sim-data_strategy-intersim_n-500_H-200_effect-0_e-1_sigma-def_corr-1,fold_3,0.43,0.43,0.434,0.47,0.46,0.447,0.433,20.545,-0.14
diablo-null,sim-data_strategy-intersim_n-500_H-200_effect-0_e-1_sigma-def_corr-1,fold_4,0.61,0.61,0.649,0.571,0.48,0.552,0.578,14.057,0.228
diablo-null,sim-data_strategy-intersim_n-500_H-200_effect-0_e-1_sigma-def_corr-1,fold_5,0.5,0.5,0.5,0.5,0.54,0.519,0.508,18.022,0.0
diablo-null,sim-data_strategy-intersim_n-500_H-200_effect-1_e-1_sigma-def_corr-0,fold_1,0.89,0.89,0.882,0.844,0.9,0.891,0.972,3.965,0.78
diablo-null,sim-data_strategy-intersim_n-500_H-200_effect-1_e-1_sigma-def_corr-0,fold_2,0.84,0.84,0.947,0.822,0.72,0.818,0.918,5.767,0.7
diablo-null,sim-data_strategy-intersim_n-500_H-200_effect-1_e-1_sigma-def_corr-0,fold_3,0.83,0.83,0.851,0.781,0.8,0.825,0.943,6.127,0.661
diablo-null,sim-data_strategy-intersim_n-500_H-200_effect-1_e-1_sigma-def_corr-0,fold_4,0.91,0.91,0.918,0.877,0.9,0.909,0.969,3.244,0.82
diablo-null,sim-data_strategy-intersim_n-500_H-200_effect-1_e-1_sigma-def_corr-0,fold_5,0.86,0.86,0.821,0.796,0.92,0.868,0.951,5.046,0.725
diablo-null,sim-data_strategy-intersim_n-500_H-200_effect-1_e-1_sigma-def_corr-0.5,fold_1,0.84,0.84,0.804,0.773,0.9,0.849,0.945,5.767,0.685
diablo-null,sim-data_strategy-intersim_n-500_H-200_effect-1_e-1_sigma-def_corr-0.5,fold_2,0.89,0.89,0.933,0.864,0.84,0.884,0.946,3.965,0.784
diablo-null,sim-data_strategy-intersim_n-500_H-200_effect-1_e-1_sigma-def_corr-0.5,fold_3,0.85,0.85,0.83,0.791,0.88,0.854,0.938,5.407,0.701
diablo-null,sim-data_strategy-intersim_n-500_H-200_effect-1_e-1_sigma-def_corr-0.5,fold_4,0.9,0.9,0.917,0.867,0.88,0.898,0.94,3.604,0.801
diablo-null,sim-data_strategy-intersim_n-500_H-200_effect-1_e-1_sigma-def_corr-0.5,fold_5,0.91,0.91,0.86,0.852,0.98,0.916,0.96,3.244,0.828
diablo-null,sim-data_strategy-intersim_n-500_H-200_effect-1_e-1_sigma-def_corr-1,fold_1,0.81,0.81,0.897,0.778,0.7,0.787,0.932,6.848,0.636
diablo-null,sim-data_strategy-intersim_n-500_H-200_effect-1_e-1_sigma-def_corr-1,fold_2,0.87,0.87,0.863,0.819,0.88,0.871,0.95,4.686,0.74
diablo-null,sim-data_strategy-intersim_n-500_H-200_effect-1_e-1_sigma-def_corr-1,fold_3,0.76,0.76,0.741,0.693,0.8,0.769,0.884,8.65,0.522
diablo-null,sim-data_strategy-intersim_n-500_H-200_effect-1_e-1_sigma-def_corr-1,fold_4,0.89,0.89,0.882,0.844,0.9,0.891,0.944,3.965,0.78
diablo-null,sim-data_strategy-intersim_n-500_H-200_effect-1_e-1_sigma-def_corr-1,fold_5,0.83,0.83,0.824,0.772,0.84,0.832,0.924,6.127,0.66
diablo-null,sim-data_strategy-intersim_n-50_H-200_effect-0.5_e-1_sigma-def_corr-0,fold_1,0.6,0.6,0.571,0.557,0.8,0.667,0.64,14.417,0.218
diablo-null,sim-data_strategy-intersim_n-50_H-200_effect-0.5_e-1_sigma-def_corr-0,fold_2,0.3,0.3,0.333,0.433,0.4,0.364,0.36,25.231,-0.408
diablo-null,sim-data_strategy-intersim_n-50_H-200_effect-0.5_e-1_sigma-def_corr-0,fold_3,0.8,0.8,0.8,0.74,0.8,0.8,0.84,7.209,0.6
diablo-null,sim-data_strategy-intersim_n-50_H-200_effect-0.5_e-1_sigma-def_corr-0,fold_4,0.6,0.6,0.6,0.56,0.6,0.6,0.68,14.417,0.2
diablo-null,sim-data_strategy-intersim_n-50_H-200_effect-0.5_e-1_sigma-def_corr-0,fold_5,0.8,0.8,1.0,0.8,0.6,0.75,0.84,7.209,0.655
diablo-null,sim-data_strategy-intersim_n-50_H-200_effect-0.5_e-1_sigma-def_corr-0.5,fold_1,0.6,0.6,0.6,0.56,0.6,0.6,0.68,14.417,0.2
diablo-null,sim-data_strategy-intersim_n-50_H-200_effect-0.5_e-1_sigma-def_corr-0.5,fold_2,0.7,0.7,0.625,0.625,1.0,0.769,0.76,10.813,0.5
diablo-null,sim-data_strategy-intersim_n-50_H-200_effect-0.5_e-1_sigma-def_corr-0.5,fold_3,0.8,0.8,1.0,0.8,0.6,0.75,0.96,7.209,0.655
diablo-null,sim-data_strategy-intersim_n-50_H-200_effect-0.5_e-1_sigma-def_corr-0.5,fold_4,0.6,0.6,0.571,0.557,0.8,0.667,0.72,14.417,0.218
diablo-null,sim-data_strategy-intersim_n-50_H-200_effect-0.5_e-1_sigma-def_corr-0.5,fold_5,0.6,0.6,0.667,0.567,0.4,0.5,0.72,14.417,0.218
diablo-null,sim-data_strategy-intersim_n-50_H-200_effect-0.5_e-1_sigma-def_corr-1,fold_1,0.6,0.6,0.6,0.56,0.6,0.6,0.64,14.417,0.2
diablo-null,sim-data_strategy-intersim_n-50_H-200_effect-0.5_e-1_sigma-def_corr-1,fold_2,0.7,0.7,0.75,0.65,0.6,0.667,0.56,10.813,0.408
diablo-null,sim-data_strategy-intersim_n-50_H-200_effect-0.5_e-1_sigma-def_corr-1,fold_3,0.8,0.8,0.8,0.74,0.8,0.8,0.8,7.209,0.6
diablo-null,sim-data_strategy-intersim_n-50_H-200_effect-0.5_e-1_sigma-def_corr-1,fold_4,0.7,0.7,0.667,0.633,0.8,0.727,0.76,10.813,0.408
diablo-null,sim-data_strategy-intersim_n-50_H-200_effect-0.5_e-1_sigma-def_corr-1,fold_5,0.8,0.8,0.714,0.714,1.0,0.833,0.88,7.209,0.655
diablo-null,sim-data_strategy-intersim_n-50_H-200_effect-0_e-1_sigma-def_corr-0,fold_1,0.5,0.5,0.5,0.5,0.6,0.545,0.52,18.022,0.0
diablo-null,sim-data_strategy-intersim_n-50_H-200_effect-0_e-1_sigma-def_corr-0,fold_2,0.6,0.6,0.571,0.557,0.8,0.667,0.8,14.417,0.218
diablo-null,sim-data_strategy-intersim_n-50_H-200_effect-0_e-1_sigma-def_corr-0,fold_3,0.6,0.6,0.6,0.56,0.6,0.6,0.64,14.417,0.2
diablo-null,sim-data_strategy-intersim_n-50_H-200_effect-0_e-1_sigma-def_corr-0,fold_4,0.2,0.2,0.0,0.5,0.0,0.0,0.16,28.835,-0.655
diablo-null,sim-data_strategy-intersim_n-50_H-200_effect-0_e-1_sigma-def_corr-0,fold_5,0.8,0.8,1.0,0.8,0.6,0.75,1.0,7.209,0.655
diablo-null,sim-data_strategy-intersim_n-50_H-200_effect-0_e-1_sigma-def_corr-0.5,fold_1,0.3,0.3,0.333,0.433,0.4,0.364,0.28,25.231,-0.408
diablo-null,sim-data_strategy-intersim_n-50_H-200_effect-0_e-1_sigma-def_corr-0.5,fold_2,0.1,0.1,0.167,0.433,0.2,0.182,0.0,32.439,-0.816
diablo-null,sim-data_strategy-intersim_n-50_H-200_effect-0_e-1_sigma-def_corr-0.5,fold_3,0.6,0.6,0.6,0.56,0.6,0.6,0.68,14.417,0.2
diablo-null,sim-data_strategy-intersim_n-50_H-200_effect-0_e-1_sigma-def_corr-0.5,fold_4,0.4,0.4,0.429,0.457,0.6,0.5,0.56,21.626,-0.218
diablo-null,sim-data_strategy-intersim_n-50_H-200_effect-0_e-1_sigma-def_corr-0.5,fold_5,0.7,0.7,0.75,0.65,0.6,0.667,0.72,10.813,0.408
diablo-null,sim-data_strategy-intersim_n-50_H-200_effect-0_e-1_sigma-def_corr-1,fold_1,0.6,0.6,0.6,0.56,0.6,0.6,0.52,14.417,0.2
diablo-null,sim-data_strategy-intersim_n-50_H-200_effect-0_e-1_sigma-def_corr-1,fold_2,0.7,0.7,0.667,0.633,0.8,0.727,0.72,10.813,0.408
diablo-null,sim-data_strategy-intersim_n-50_H-200_effect-0_e-1_sigma-def_corr-1,fold_3,0.5,0.5,0.5,0.5,0.8,0.615,0.52,18.022,0.0
diablo-null,sim-data_strategy-intersim_n-50_H-200_effect-0_e-1_sigma-def_corr-1,fold_4,0.5,0.5,0.5,0.5,0.6,0.545,0.4,18.022,0.0
diablo-null,sim-data_strategy-intersim_n-50_H-200_effect-0_e-1_sigma-def_corr-1,fold_5,0.6,0.6,0.667,0.567,0.4,0.5,0.72,14.417,0.218
diablo-null,sim-data_strategy-intersim_n-50_H-200_effect-1_e-1_sigma-def_corr-0,fold_1,0.9,0.9,1.0,0.9,0.8,0.889,1.0,3.604,0.816
diablo-null,sim-data_strategy-intersim_n-50_H-200_effect-1_e-1_sigma-def_corr-0,fold_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
diablo-null,sim-data_strategy-intersim_n-50_H-200_effect-1_e-1_sigma-def_corr-0,fold_3,0.9,0.9,0.833,0.833,1.0,0.909,0.96,3.604,0.816
diablo-null,sim-data_strategy-intersim_n-50_H-200_effect-1_e-1_sigma-def_corr-0,fold_4,0.9,0.9,0.833,0.833,1.0,0.909,0.96,3.604,0.816
diablo-null,sim-data_strategy-intersim_n-50_H-200_effect-1_e-1_sigma-def_corr-0,fold_5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
diablo-null,sim-data_strategy-intersim_n-50_H-200_effect-1_e-1_sigma-def_corr-0.5,fold_1,0.9,0.9,1.0,0.9,0.8,0.889,0.84,3.604,0.816
diablo-null,sim-data_strategy-intersim_n-50_H-200_effect-1_e-1_sigma-def_corr-0.5,fold_2,0.7,0.7,0.75,0.65,0.6,0.667,0.8,10.813,0.408
diablo-null,sim-data_strategy-intersim_n-50_H-200_effect-1_e-1_sigma-def_corr-0.5,fold_3,0.9,0.9,0.833,0.833,1.0,0.909,0.96,3.604,0.816
diablo-null,sim-data_strategy-intersim_n-50_H-200_effect-1_e-1_sigma-def_corr-0.5,fold_4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
diablo-null,sim-data_strategy-intersim_n-50_H-200_effect-1_e-1_sigma-def_corr-0.5,fold_5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
diablo-null,sim-data_strategy-intersim_n-50_H-200_effect-1_e-1_sigma-def_corr-1,fold_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
diablo-null,sim-data_strategy-intersim_n-50_H-200_effect-1_e-1_sigma-def_corr-1,fold_2,0.8,0.8,0.714,0.714,1.0,0.833,0.92,7.209,0.655
diablo-null,sim-data_strategy-intersim_n-50_H-200_effect-1_e-1_sigma-def_corr-1,fold_3,0.8,0.8,0.714,0.714,1.0,0.833,0.8,7.209,0.655
diablo-null,sim-data_strategy-intersim_n-50_H-200_effect-1_e-1_sigma-def_corr-1,fold_4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
diablo-null,sim-data_strategy-intersim_n-50_H-200_effect-1_e-1_sigma-def_corr-1,fold_5,0.6,0.6,0.667,0.567,0.4,0.5,0.84,14.417,0.218
diablo-null,sim-data_strategy-mvn_n-100_p-1000_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_1,0.65,0.652,0.7,0.645,0.636,0.667,0.677,12.615,0.302
diablo-null,sim-data_strategy-mvn_n-100_p-1000_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_2,0.8,0.778,0.733,0.733,1.0,0.846,0.848,7.209,0.638
diablo-null,sim-data_strategy-mvn_n-100_p-1000_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_3,0.7,0.677,0.667,0.656,0.909,0.769,0.687,10.813,0.406
diablo-null,sim-data_strategy-mvn_n-100_p-1000_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_4,0.6,0.576,0.6,0.591,0.818,0.692,0.727,14.417,0.174
diablo-null,sim-data_strategy-mvn_n-100_p-1000_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_5,0.75,0.763,0.875,0.757,0.636,0.737,0.657,9.011,0.533
diablo-null,sim-data_strategy-mvn_n-100_p-1000_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_1,0.5,0.458,0.333,0.383,0.25,0.286,0.573,18.022,-0.089
diablo-null,sim-data_strategy-mvn_n-100_p-1000_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_2,0.7,0.667,0.667,0.533,0.5,0.571,0.688,10.813,0.356
diablo-null,sim-data_strategy-mvn_n-100_p-1000_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_3,0.7,0.667,1.0,0.633,0.333,0.5,0.788,10.813,0.464
diablo-null,sim-data_strategy-mvn_n-100_p-1000_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_4,0.6,0.586,0.571,0.504,0.444,0.5,0.778,14.417,0.179
diablo-null,sim-data_strategy-mvn_n-100_p-1000_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_5,0.7,0.687,0.714,0.597,0.556,0.625,0.677,10.813,0.39
diablo-null,sim-data_strategy-mvn_n-100_p-1000_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_1,0.55,0.521,0.615,0.61,0.667,0.64,0.604,16.22,0.043
diablo-null,sim-data_strategy-mvn_n-100_p-1000_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_2,0.65,0.625,0.692,0.669,0.75,0.72,0.75,12.615,0.257
diablo-null,sim-data_strategy-mvn_n-100_p-1000_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_3,0.5,0.438,0.562,0.572,0.75,0.643,0.49,18.022,-0.153
diablo-null,sim-data_strategy-mvn_n-100_p-1000_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_4,0.7,0.688,0.75,0.712,0.75,0.75,0.844,10.813,0.375
diablo-null,sim-data_strategy-mvn_n-100_p-1000_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_5,0.55,0.5,0.6,0.6,0.75,0.667,0.51,16.22,0.0
diablo-null,sim-data_strategy-mvn_n-100_p-2500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_1,0.65,0.632,0.75,0.719,0.692,0.72,0.769,12.615,0.257
diablo-null,sim-data_strategy-mvn_n-100_p-2500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_2,0.7,0.604,0.706,0.702,0.923,0.8,0.769,10.813,0.279
diablo-null,sim-data_strategy-mvn_n-100_p-2500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_3,0.8,0.75,0.75,0.75,1.0,0.857,0.833,7.209,0.612
diablo-null,sim-data_strategy-mvn_n-100_p-2500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_4,0.8,0.792,0.833,0.794,0.833,0.833,0.771,7.209,0.583
diablo-null,sim-data_strategy-mvn_n-100_p-2500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_5,0.7,0.646,0.688,0.68,0.917,0.786,0.781,10.813,0.357
diablo-null,sim-data_strategy-mvn_n-100_p-2500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_1,0.45,0.45,0.444,0.478,0.4,0.421,0.45,19.824,-0.101
diablo-null,sim-data_strategy-mvn_n-100_p-2500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_2,0.45,0.45,0.455,0.477,0.5,0.476,0.545,19.824,-0.101
diablo-null,sim-data_strategy-mvn_n-100_p-2500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_3,0.45,0.45,0.444,0.478,0.4,0.421,0.54,19.824,-0.101
diablo-null,sim-data_strategy-mvn_n-100_p-2500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_4,0.7,0.7,0.667,0.633,0.8,0.727,0.725,10.813,0.408
diablo-null,sim-data_strategy-mvn_n-100_p-2500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_5,0.5,0.485,0.429,0.443,0.333,0.375,0.505,18.022,-0.032
diablo-null,sim-data_strategy-mvn_n-100_p-2500_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_1,0.35,0.318,0.0,0.45,0.0,0.0,0.374,23.428,-0.452
diablo-null,sim-data_strategy-mvn_n-100_p-2500_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_2,0.6,0.556,1.0,0.511,0.111,0.2,0.566,14.417,0.254
diablo-null,sim-data_strategy-mvn_n-100_p-2500_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_3,0.75,0.729,0.714,0.596,0.625,0.667,0.646,9.011,0.471
diablo-null,sim-data_strategy-mvn_n-100_p-2500_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_4,0.45,0.375,0.0,0.4,0.0,0.0,0.469,19.824,-0.343
diablo-null,sim-data_strategy-mvn_n-100_p-2500_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_5,0.5,0.417,0.0,0.4,0.0,0.0,0.344,18.022,-0.272
diablo-null,sim-data_strategy-mvn_n-100_p-500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_1,0.5,0.5,0.5,0.5,0.4,0.444,0.47,18.022,0.0
diablo-null,sim-data_strategy-mvn_n-100_p-500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_2,0.7,0.7,0.7,0.64,0.7,0.7,0.8,10.813,0.4
diablo-null,sim-data_strategy-mvn_n-100_p-500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_3,0.75,0.75,0.857,0.714,0.6,0.706,0.855,9.011,0.524
diablo-null,sim-data_strategy-mvn_n-100_p-500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_4,0.7,0.7,0.667,0.633,0.8,0.727,0.69,10.813,0.408
diablo-null,sim-data_strategy-mvn_n-100_p-500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_5,0.65,0.641,0.667,0.635,0.727,0.696,0.677,12.615,0.287
